MaxTouch Analyzer Version :,Sensor Inspector Ver.2.18
Log Create Time :,2019/05/07 14:19:35
Output File Name :, Log\PASS\_504E3835332E3120FF0A0C0CFFFF0D0D_HC-107082-NB_0507_141935.csv
Windows OS Version :, Windows 7,
Device in System =, \\?\hid#vid_03eb&pid_6123#6&2ffc47e&0&0000#{4d1e55b2-f16f-11cf-88cb-001111000030}(QRG-I/F)
Port in System =, PCIROOT(0)#PCI(1400)#USBROOT(0)#USB(6)
Bridge board =, USB5030
Device Address =, 0x4B
Power switching =, False
Spend time =, 26.0
Memory(MB) =, 4278
Test Profile =, Default
Operator ID #, 
WorkStation ID #, HC-107082-NB
Barcode FPC #, 
Barcode CG #, 
Barcode LCM #, 
Maxtouch =, maXTouch mXT2954T2
Control File =, C:\mxt336U.txt (MD5: )Control File doesn't exist)
Family ID =, 0xA4
Variant ID =, 0x0D
Revision ID =, 0x03
Bootloader ID =, 0x5304
FW Version =, 0x23AB
Config Version =, 0x0103
Internal Config Version =, 0x0000
XCFG CheckSum=, 0x9F1F72, 
Chip CheckSum =, 0x9F1F72
Chip Device Unique ID =, 504E3835332E3120FF0A0C0CFFFF0D0D
Matrix X Size =, 41
Matrix Y Size =, 72
Screen X Size =, 38
Screen Y Size =, 51
T8 Charge Time =, 23
T9 / T100 Sensor Gain =, 13

/////////////////////////
// Overall Test Result //
/////////////////////////
PASS
OVERALL: PASS

//////////////////////
// Test Matrix list //
//////////////////////
Overall,PASS
Test Options,0) Inspector Options,PASS,Pass
Chip Upgrade,2) Chip ID check,PASS,Pass. FID:A4 VID:0D RID:03
Chip Upgrade,3) Load Firmware,PASS,Pass. Version matches. Skip.
Chip Upgrade,4) Confirm Firmware,PASS,Pass. Version match 0x23AB
Chip Upgrade,6) Load Configure,PASS,Pass. Chksum 0x9F1F72 match. Skip
Chip Upgrade,7) Confirm CheckSum,PASS,Pass. Chksum 0x9F1F72 match.
HW Test,14) Reset Pin Open Test,PASS,Pass
HW Test,15) INT/CHG Pin Test,PASS,Pass
HW Test,16) Processor Test,PASS,Pass
HW Test,17) AVDD Test,PASS,Pass
HW Test,18) Pin Fault Test,PASS,Pass
HW Test,24) I2C Test,PASS,Pass. I2C mode: OBP. Addr: 0x4B matches
Sensor Test,26) Ref check - 1 region,PASS,Pass. sensor max:22347 min:21979 range:368 meets spec
Sensor Test,29) Sensor Variant,PASS,Pass
Sensor Test,36) MicroDefect,PASS,Pass. Max Diff 0.5(CX15-16) 0.3(BX36-37) 4.3(CY33-34) 4.1(BY0-1)

// Reference value
Reference Value at Charger Time=,23
,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40,Y41,Y42,Y43,Y44,Y45,Y46,Y47,Y48,Y49,Y50,
X10,22119,22157,22180,22167,22096,22124,22167,22164,22146,22156,22193,22167,22296,22275,22202,22222,22224,22164,22040,22179,22095,22158,22189,22139,22089,22154,22062,22207,22171,22189,22171,22163,22096,22093,22246,22188,22167,22158,22174,22116,22135,22067,22255,22210,22178,22108,22221,22198,22181,22227,22096,
X11,22099,22146,22173,22170,22129,22134,22165,22151,22125,22149,22183,22161,22286,22280,22201,22235,22210,22150,22034,22193,22090,22148,22183,22167,22082,22153,22065,22216,22169,22189,22172,22181,22106,22091,22241,22181,22166,22175,22188,22123,22142,22087,22260,22226,22189,22119,22229,22183,22171,22224,22114,
X12,22088,22144,22161,22157,22127,22142,22170,22139,22121,22144,22184,22170,22295,22281,22186,22207,22212,22145,22042,22177,22072,22129,22184,22158,22083,22154,22058,22203,22152,22185,22165,22174,22103,22086,22236,22190,22171,22182,22205,22135,22164,22085,22270,22222,22211,22128,22231,22205,22192,22241,22133,
X13,22105,22138,22183,22157,22124,22127,22178,22149,22129,22164,22196,22166,22284,22287,22197,22227,22227,22152,22038,22186,22080,22138,22199,22156,22093,22164,22065,22206,22177,22206,22170,22183,22117,22113,22251,22186,22168,22198,22228,22149,22175,22103,22271,22226,22207,22144,22245,22215,22189,22243,22130,
X14,22105,22129,22173,22161,22126,22141,22176,22155,22149,22154,22180,22159,22283,22272,22189,22219,22217,22149,22051,22180,22077,22139,22188,22138,22090,22164,22071,22219,22177,22203,22171,22178,22123,22113,22252,22193,22185,22183,22221,22150,22174,22094,22268,22237,22197,22137,22245,22212,22182,22246,22123,
X15,22113,22149,22191,22190,22140,22154,22189,22172,22152,22174,22194,22157,22275,22263,22179,22209,22223,22167,22056,22191,22101,22170,22184,22156,22104,22171,22070,22212,22169,22198,22169,22184,22121,22111,22264,22204,22188,22205,22226,22154,22167,22090,22277,22247,22225,22146,22256,22229,22205,22262,22131,
X16,22138,22175,22223,22227,22186,22200,22209,22193,22157,22182,22223,22191,22307,22278,22209,22246,22246,22188,22085,22216,22137,22201,22227,22190,22131,22202,22090,22228,22213,22218,22198,22194,22141,22116,22273,22221,22224,22225,22247,22185,22211,22125,22301,22271,22229,22158,22281,22242,22227,22275,22159,
X17,22140,22173,22238,22230,22209,22201,22235,22203,22181,22185,22221,22198,22310,22282,22206,22237,22254,22200,22083,22214,22137,22201,22253,22194,22117,22203,22088,22232,22208,22223,22194,22203,22146,22121,22270,22212,22216,22224,22244,22187,22204,22115,22309,22267,22229,22172,22275,22240,22227,22282,22152,
X18,22152,22197,22247,22262,22226,22237,22265,22233,22215,22210,22233,22231,22332,22311,22225,22261,22281,22221,22113,22251,22173,22232,22258,22227,22139,22217,22108,22254,22230,22250,22239,22233,22171,22145,22297,22238,22232,22220,22263,22203,22212,22143,22323,22283,22254,22178,22278,22249,22245,22310,22183,
X19,22134,22187,22252,22254,22216,22219,22240,22228,22205,22199,22217,22214,22322,22300,22210,22252,22264,22219,22097,22240,22158,22216,22244,22203,22126,22210,22094,22237,22208,22241,22210,22225,22153,22129,22289,22219,22212,22225,22230,22173,22205,22119,22311,22257,22226,22163,22252,22235,22221,22283,22161,
X20,22139,22178,22226,22246,22219,22205,22231,22224,22190,22177,22204,22202,22307,22276,22207,22246,22262,22203,22088,22237,22156,22192,22226,22190,22104,22204,22085,22224,22201,22232,22218,22226,22139,22109,22262,22208,22199,22213,22232,22170,22180,22108,22301,22252,22224,22150,22261,22220,22207,22272,22152,
X21,22152,22198,22228,22254,22221,22220,22229,22224,22197,22189,22231,22214,22320,22306,22212,22257,22274,22214,22097,22238,22144,22202,22248,22208,22119,22208,22096,22239,22211,22245,22213,22211,22146,22117,22248,22221,22203,22221,22256,22181,22197,22104,22297,22280,22245,22152,22269,22245,22218,22285,22174,
X22,22137,22172,22227,22249,22202,22179,22211,22201,22184,22180,22215,22196,22308,22289,22198,22239,22267,22176,22083,22232,22124,22193,22221,22171,22109,22186,22076,22213,22195,22233,22191,22208,22131,22102,22238,22215,22178,22208,22207,22162,22191,22114,22284,22253,22223,22149,22276,22233,22203,22260,22144,
X23,22129,22164,22232,22242,22198,22197,22204,22206,22193,22172,22203,22196,22295,22283,22193,22239,22252,22175,22067,22221,22118,22167,22234,22162,22107,22183,22079,22231,22205,22233,22187,22199,22127,22097,22241,22200,22168,22191,22219,22168,22194,22098,22255,22222,22218,22138,22251,22215,22187,22253,22134,
X24,22124,22150,22202,22229,22175,22174,22198,22175,22173,22168,22191,22169,22285,22269,22192,22227,22245,22166,22070,22209,22100,22142,22215,22157,22083,22176,22063,22198,22185,22219,22191,22187,22114,22095,22223,22184,22163,22183,22205,22148,22175,22085,22249,22206,22200,22137,22238,22199,22177,22231,22145,
X25,22131,22146,22197,22226,22184,22185,22203,22176,22170,22174,22170,22160,22274,22264,22180,22234,22252,22172,22058,22222,22090,22146,22205,22169,22098,22183,22059,22203,22176,22213,22166,22193,22111,22096,22224,22182,22164,22172,22205,22156,22176,22108,22260,22234,22204,22144,22241,22211,22196,22235,22139,
X26,22144,22181,22210,22243,22203,22223,22242,22179,22156,22164,22200,22194,22287,22277,22197,22250,22271,22207,22096,22242,22132,22180,22230,22183,22119,22178,22084,22218,22190,22216,22192,22207,22132,22113,22239,22203,22179,22187,22219,22163,22173,22106,22292,22245,22228,22156,22259,22233,22204,22253,22141,
X27,22166,22189,22233,22242,22203,22221,22246,22183,22154,22196,22210,22195,22296,22283,22209,22258,22278,22217,22088,22241,22147,22200,22247,22188,22126,22208,22094,22236,22193,22232,22202,22210,22125,22128,22247,22200,22179,22227,22225,22167,22200,22127,22293,22254,22233,22157,22272,22219,22217,22266,22161,
X28,22176,22195,22239,22252,22215,22214,22255,22220,22185,22194,22205,22190,22288,22302,22217,22261,22283,22217,22103,22248,22143,22206,22258,22205,22130,22223,22091,22230,22219,22244,22204,22214,22149,22133,22264,22211,22211,22224,22254,22183,22194,22136,22302,22246,22235,22161,22279,22233,22224,22276,22162,
X29,22138,22187,22226,22239,22183,22197,22228,22208,22180,22170,22195,22190,22270,22278,22176,22251,22267,22186,22072,22233,22139,22201,22241,22183,22115,22195,22070,22211,22182,22215,22187,22203,22139,22105,22250,22204,22195,22205,22243,22174,22177,22121,22271,22232,22220,22155,22253,22215,22188,22245,22150,
X30,22147,22184,22201,22209,22192,22201,22231,22202,22163,22178,22200,22179,22281,22279,22192,22247,22277,22189,22067,22226,22130,22216,22250,22184,22121,22196,22073,22205,22201,22217,22185,22201,22130,22128,22261,22204,22194,22214,22228,22171,22163,22089,22256,22224,22216,22131,22257,22219,22201,22246,22144,
X31,22156,22200,22224,22237,22207,22224,22237,22212,22173,22177,22202,22180,22300,22294,22222,22277,22296,22217,22087,22237,22128,22219,22270,22198,22122,22206,22087,22228,22207,22240,22197,22205,22137,22125,22263,22199,22205,22221,22231,22166,22180,22121,22273,22217,22231,22142,22261,22217,22203,22262,22150,
X32,22156,22186,22234,22229,22206,22231,22253,22221,22185,22200,22218,22183,22309,22297,22226,22269,22280,22216,22094,22236,22147,22220,22249,22197,22124,22213,22077,22229,22204,22233,22195,22205,22119,22111,22270,22204,22210,22220,22237,22167,22184,22124,22281,22248,22232,22156,22257,22222,22195,22265,22154,
X33,22172,22209,22233,22231,22191,22230,22256,22202,22196,22224,22232,22205,22313,22294,22240,22276,22283,22224,22094,22252,22163,22219,22272,22211,22130,22217,22081,22246,22212,22242,22187,22212,22124,22132,22277,22214,22200,22229,22233,22177,22194,22140,22293,22238,22218,22139,22255,22224,22202,22281,22159,
X34,22179,22201,22231,22243,22189,22215,22238,22198,22189,22220,22217,22207,22297,22290,22205,22255,22272,22216,22071,22222,22128,22209,22239,22199,22108,22205,22081,22227,22196,22216,22180,22186,22099,22089,22256,22200,22192,22218,22226,22155,22191,22116,22273,22212,22213,22148,22254,22215,22195,22260,22145,
X35,22183,22207,22240,22238,22218,22218,22246,22201,22189,22225,22229,22204,22302,22272,22207,22248,22266,22193,22092,22212,22130,22197,22237,22189,22113,22203,22073,22218,22193,22231,22173,22201,22116,22090,22264,22194,22179,22206,22213,22156,22182,22124,22273,22239,22216,22150,22246,22221,22193,22250,22131,
X36,22203,22241,22263,22264,22262,22255,22265,22246,22204,22254,22258,22219,22300,22297,22242,22277,22311,22213,22101,22236,22143,22229,22261,22207,22115,22216,22100,22226,22199,22243,22203,22209,22140,22122,22283,22221,22218,22229,22237,22175,22217,22141,22297,22241,22234,22162,22266,22254,22210,22275,22170,
X37,22230,22265,22302,22293,22268,22285,22290,22265,22251,22280,22284,22264,22347,22328,22267,22297,22316,22261,22130,22274,22147,22231,22291,22218,22145,22242,22113,22256,22233,22260,22223,22236,22167,22147,22319,22260,22242,22266,22278,22209,22244,22179,22339,22276,22256,22192,22304,22268,22239,22296,22200,

Sensor data,All Nodes,Exclude 4 Borders(Center)
Maximum,22347,22332
Median,22184,22188
Average,22179,22181
Minimum,21979,21979
Maximum - Minimum,368,353
Checksum1,5698,Checksum2,57EA


// Half CT value. CT=11 (50.00%)
,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40,Y41,Y42,Y43,Y44,Y45,Y46,Y47,Y48,Y49,Y50,
X0,21183,21342,21419,21433,21383,21469,21473,21472,21482,21420,21499,21470,21505,21600,21467,21469,21504,21479,21395,21527,21471,21469,21547,21540,21475,21628,21507,21624,21584,21623,21636,21621,21612,21519,21758,21619,21703,21710,21758,21711,21691,21625,21817,21758,21782,21696,21794,21789,21743,21795,21612,
X1,21167,21346,21417,21427,21379,21458,21477,21485,21480,21421,21505,21485,21515,21611,21468,21473,21525,21492,21402,21525,21482,21477,21571,21535,21474,21632,21521,21620,21601,21644,21654,21622,21618,21515,21768,21610,21706,21712,21767,21714,21676,21642,21824,21762,21785,21694,21788,21781,21746,21806,21656,
X2,21166,21361,21434,21452,21385,21479,21498,21494,21489,21419,21518,21491,21520,21623,21491,21488,21550,21502,21398,21542,21495,21499,21585,21549,21485,21647,21536,21648,21620,21666,21656,21636,21641,21569,21786,21638,21721,21713,21787,21737,21694,21643,21836,21768,21800,21709,21830,21805,21765,21815,21669,
X3,21166,21360,21438,21453,21409,21489,21500,21494,21502,21442,21536,21498,21529,21631,21505,21507,21566,21528,21416,21559,21496,21514,21593,21549,21486,21649,21535,21661,21636,21669,21673,21650,21644,21562,21795,21647,21741,21724,21792,21740,21714,21637,21831,21776,21790,21687,21817,21807,21756,21792,21665,
X4,21179,21371,21449,21469,21417,21502,21518,21514,21510,21445,21541,21508,21539,21644,21525,21531,21572,21533,21433,21576,21535,21538,21601,21564,21515,21664,21550,21678,21636,21674,21690,21658,21653,21592,21808,21653,21739,21741,21806,21745,21738,21663,21853,21792,21807,21712,21835,21810,21785,21824,21691,
X5,21161,21358,21435,21454,21404,21496,21495,21509,21501,21440,21525,21492,21529,21632,21518,21514,21560,21538,21428,21568,21513,21529,21600,21568,21507,21642,21544,21658,21627,21663,21680,21657,21647,21565,21804,21647,21729,21718,21771,21712,21699,21626,21842,21773,21784,21698,21818,21815,21780,21827,21683,
X6,21160,21338,21425,21450,21397,21490,21490,21501,21499,21444,21532,21492,21522,21622,21504,21514,21554,21521,21415,21564,21494,21512,21587,21561,21498,21645,21542,21657,21623,21642,21668,21639,21648,21541,21786,21623,21715,21708,21767,21722,21691,21623,21828,21770,21777,21707,21819,21818,21784,21823,21696,
X7,21168,21357,21438,21450,21404,21487,21490,21499,21502,21443,21538,21497,21533,21620,21503,21516,21563,21526,21417,21561,21505,21515,21579,21549,21482,21632,21527,21663,21618,21651,21669,21662,21649,21562,21788,21618,21707,21715,21757,21711,21685,21618,21832,21791,21806,21717,21835,21836,21780,21835,21710,
X8,21160,21356,21436,21445,21391,21489,21504,21511,21505,21443,21539,21499,21549,21662,21523,21526,21562,21519,21404,21556,21515,21525,21590,21566,21497,21645,21539,21671,21632,21664,21661,21648,21647,21555,21778,21636,21720,21717,21776,21708,21679,21619,21830,21772,21799,21709,21832,21844,21795,21836,21723,
X9,21176,21363,21455,21466,21400,21490,21502,21518,21536,21466,21561,21512,21574,21663,21536,21537,21581,21535,21423,21582,21530,21536,21604,21580,21510,21654,21546,21674,21629,21675,21679,21664,21660,21577,21804,21657,21746,21711,21778,21724,21704,21635,21849,21790,21815,21749,21851,21869,21806,21857,21723,
X10,21194,21403,21469,21468,21393,21493,21510,21525,21536,21482,21586,21546,21603,21689,21566,21562,21604,21565,21457,21599,21549,21552,21620,21594,21537,21671,21570,21689,21662,21680,21697,21675,21671,21587,21822,21670,21764,21744,21798,21752,21734,21662,21890,21815,21833,21751,21865,21877,21839,21881,21734,
X11,21172,21388,21457,21465,21413,21495,21501,21511,21513,21468,21570,21534,21587,21686,21559,21564,21585,21550,21448,21607,21540,21537,21609,21611,21527,21666,21567,21691,21655,21675,21693,21685,21674,21581,21812,21659,21758,21754,21807,21755,21738,21673,21889,21823,21840,21757,21865,21859,21826,21878,21750,
X12,21180,21403,21464,21472,21427,21517,21520,21517,21526,21482,21586,21556,21611,21702,21563,21558,21602,21560,21468,21609,21538,21538,21623,21618,21541,21680,21575,21693,21653,21684,21700,21689,21681,21590,21820,21680,21775,21770,21831,21776,21768,21685,21908,21831,21869,21778,21879,21889,21855,21905,21777,
X13,21200,21407,21487,21477,21431,21511,21532,21531,21538,21503,21602,21561,21611,21715,21579,21581,21620,21574,21471,21622,21553,21552,21644,21623,21556,21695,21587,21703,21682,21707,21710,21706,21701,21616,21836,21683,21777,21792,21855,21793,21781,21705,21913,21839,21869,21793,21895,21904,21859,21910,21779,
X14,21186,21385,21467,21468,21420,21510,21521,21524,21539,21484,21578,21544,21596,21691,21561,21564,21602,21559,21470,21607,21538,21543,21623,21595,21541,21684,21579,21702,21667,21694,21698,21690,21694,21608,21827,21675,21779,21765,21838,21781,21769,21682,21899,21838,21848,21776,21884,21887,21839,21901,21761,
X15,21198,21409,21487,21494,21436,21526,21536,21542,21551,21502,21595,21547,21594,21687,21557,21560,21610,21576,21478,21621,21562,21570,21623,21614,21558,21693,21583,21698,21665,21694,21702,21695,21696,21609,21841,21689,21785,21787,21846,21789,21768,21683,21911,21849,21875,21787,21898,21910,21863,21920,21772,
X16,21223,21435,21517,21530,21478,21568,21557,21562,21560,21518,21623,21577,21627,21707,21587,21594,21634,21601,21509,21645,21599,21603,21665,21650,21584,21725,21605,21719,21711,21716,21731,21713,21719,21618,21854,21709,21823,21809,21868,21821,21809,21717,21936,21874,21885,21803,21925,21925,21888,21937,21805,
X17,21227,21433,21529,21537,21495,21573,21579,21575,21580,21518,21623,21586,21628,21710,21587,21590,21641,21612,21508,21645,21600,21602,21687,21653,21574,21726,21604,21723,21705,21719,21728,21721,21725,21622,21850,21703,21816,21810,21864,21823,21805,21711,21944,21872,21883,21815,21920,21924,21889,21943,21799,
X18,21234,21449,21535,21554,21506,21595,21600,21594,21602,21536,21631,21608,21647,21733,21599,21607,21661,21626,21527,21671,21625,21625,21687,21677,21590,21737,21616,21741,21717,21739,21765,21742,21741,21639,21870,21720,21823,21800,21877,21831,21806,21732,21951,21881,21902,21815,21917,21924,21902,21962,21819,
X19,21224,21448,21545,21556,21506,21586,21586,21597,21599,21533,21624,21600,21644,21729,21591,21603,21652,21630,21519,21669,21621,21618,21680,21664,21586,21735,21609,21727,21707,21739,21746,21740,21731,21632,21866,21708,21812,21810,21853,21812,21806,21717,21943,21864,21882,21807,21900,21919,21884,21944,21808,
X20,21228,21441,21526,21551,21506,21577,21579,21593,21590,21517,21613,21590,21631,21709,21591,21600,21652,21617,21513,21667,21618,21600,21668,21653,21567,21731,21603,21720,21703,21732,21754,21741,21718,21616,21845,21698,21802,21801,21856,21811,21784,21707,21937,21861,21879,21797,21909,21904,21872,21933,21800,
X21,21249,21464,21533,21563,21516,21594,21587,21599,21602,21533,21642,21606,21650,21741,21602,21617,21668,21632,21526,21675,21613,21614,21691,21672,21586,21740,21617,21738,21715,21748,21754,21735,21731,21627,21838,21717,21810,21815,21883,21824,21804,21709,21938,21891,21904,21805,21920,21933,21889,21951,21823,
X22,21221,21433,21523,21549,21492,21554,21560,21572,21580,21515,21618,21583,21629,21716,21579,21591,21652,21593,21506,21662,21588,21596,21660,21635,21568,21713,21590,21707,21694,21728,21726,21724,21709,21606,21824,21704,21781,21796,21835,21802,21793,21711,21922,21862,21882,21797,21922,21918,21869,21924,21792,
X23,21219,21427,21524,21541,21490,21568,21557,21576,21588,21510,21609,21583,21622,21712,21576,21591,21642,21591,21494,21650,21583,21578,21671,21630,21568,21712,21596,21725,21703,21730,21727,21719,21707,21605,21831,21693,21778,21782,21848,21809,21798,21698,21898,21834,21879,21786,21903,21903,21855,21918,21784,
X24,21217,21421,21508,21536,21477,21552,21555,21557,21577,21510,21606,21567,21617,21705,21580,21586,21640,21590,21500,21647,21573,21562,21657,21627,21552,21705,21585,21698,21691,21724,21733,21713,21701,21605,21815,21684,21775,21781,21840,21796,21788,21690,21895,21826,21864,21791,21893,21894,21849,21903,21800,
X25,21222,21419,21504,21536,21485,21561,21561,21555,21575,21515,21588,21559,21607,21699,21568,21590,21645,21594,21491,21658,21565,21563,21651,21636,21565,21713,21584,21704,21686,21715,21711,21717,21698,21608,21818,21680,21780,21772,21840,21802,21789,21712,21907,21849,21871,21801,21898,21903,21869,21908,21793,
X26,21226,21436,21506,21539,21491,21587,21581,21552,21557,21500,21605,21578,21611,21703,21576,21596,21654,21613,21516,21667,21593,21583,21665,21642,21574,21705,21598,21709,21688,21716,21726,21721,21709,21614,21824,21691,21784,21778,21845,21802,21779,21702,21928,21853,21885,21801,21902,21914,21868,21913,21784,
X27,21244,21445,21525,21539,21492,21584,21586,21557,21557,21523,21613,21580,21617,21707,21585,21603,21659,21624,21508,21663,21605,21600,21676,21646,21580,21727,21607,21725,21692,21726,21735,21726,21704,21628,21829,21689,21785,21811,21849,21806,21802,21724,21929,21862,21892,21802,21919,21903,21878,21924,21803,
X28,21257,21453,21534,21554,21506,21584,21597,21588,21584,21527,21615,21579,21614,21728,21594,21610,21666,21628,21522,21673,21606,21606,21692,21667,21588,21746,21609,21722,21718,21741,21740,21732,21728,21634,21848,21701,21816,21813,21878,21823,21797,21732,21939,21857,21893,21809,21923,21913,21884,21935,21801,
